gene_id	gameto_4	gameto_5	sporo_2	sporo_3	sporo_4
gene:AT1G07220	2	236	688	703	633
gene:AT1G07230	205	122	1223	978	993
gene:AT1G07240	95	3	1106	993	902
gene:AT1G07250	499	40	751	742	766
gene:AT1G07260	262	0	45	47	54
gene:AT1G07270	532	214	48	46	61
gene:AT1G07280	0	1	3866	1659	1575
gene:AT1G07290	63	84	38	44	51
gene:AT1G07300	27	0	108	75	61
gene:AT1G07310	4051	4516	952	788	775
gene:AT1G07320	612	1255	6873	11367	12347
gene:AT1G07330	118	1	16	6	8
gene:AT1G07340	0	249	1	2	0
gene:AT1G07350	499	585	590	494	584
gene:AT1G07360	1356	1901	1284	1332	1428
gene:AT1G07370	651	716	327	403	487
gene:AT1G07380	422	676	252	260	278
gene:AT1G07390	808	548	129	110	125
gene:AT1G07400	308	236	44	15	7
gene:AT1G07410	132	9	48	52	48
gene:AT1G07420	1113	168	1064	815	890
gene:AT1G07430	0	0	13	17	39
gene:AT1G07440	2	0	1152	1099	1184
gene:AT1G07450	0	0	17	95	105
gene:AT1G07460	0	0	1	0	0
gene:AT1G07470	660	380	771	923	930
gene:AT1G07473	0	0	7	4	4
gene:AT1G07476	0	0	10	13	8
gene:AT1G07480	471	507	797	908	985
gene:AT1G07485	0	0	65	97	78
gene:AT1G07490	0	0	64	96	77
gene:AT1G07500	3	43	5	3	6
gene:AT1G07510	945	1582	1905	1637	1631
gene:AT1G07520	13	292	901	657	626
gene:AT1G07530	1212	455	1377	1341	1484
gene:AT1G07540	414	1	1	0	1
gene:AT1G07550	0	0	1	1	1
gene:AT1G07560	1328	66	2	0	1
gene:AT1G07570	499	280	497	935	1045
gene:AT1G07590	1072	249	6298	3816	4053
gene:AT1G07600	7	18	4813	2887	3041
gene:AT1G07610	1	6	115	42	59
gene:AT1G07615	767	476	177	226	257
gene:AT1G07620	0	1	476	255	251
gene:AT1G07630	601	39	1218	1126	1117
gene:AT1G07640	0	0	476	711	691
gene:AT1G07645	0	12	0	1	0
gene:AT1G07650	1254	524	5076	3940	4263
gene:AT1G07660	234	110	465	520	611
gene:AT1G07670	1389	1644	1759	1669	1653
gene:AT1G07680	0	0	0	1	1
gene:AT1G07690	0	0	0	1	0
gene:AT1G07700	0	0	1521	1709	1763
gene:AT1G07705	2	0	938	1034	1069
gene:AT1G07710	0	0	33	21	18
gene:AT1G07720	0	0	1270	908	938
gene:AT1G07725	100	39	345	380	426
gene:AT1G07730	164	206	32	52	54
gene:AT1G07740	363	1046	116	123	150
gene:AT1G07745	288	257	227	299	335
gene:AT1G07747	0	0	0	1	0
gene:AT1G07750	2681	3009	475	431	386
gene:AT1G07770	1538	1277	4352	7029	7988
gene:AT1G07780	348	817	796	1323	1438
gene:AT1G07790	0	5	459	785	833
gene:AT1G07795	0	1	0	0	0
gene:AT1G07810	1424	802	1385	1420	1379
gene:AT1G07820	632	107	1177	1703	1900
gene:AT1G07830	337	250	274	405	413
gene:AT1G07840	647	351	508	650	707
gene:AT1G07850	44	4	9	4	4
gene:AT1G07860	7	1	3	0	1
gene:AT1G07870	826	3254	460	353	310
gene:AT1G07880	587	167	82	187	203
gene:AT1G07885	464	241	4	7	5
gene:AT1G07890	1006	661	13457	12997	12430
gene:AT1G07900	170	5	32	49	38
gene:AT1G07901	6	1	50	54	63
gene:AT1G07902	93	133	85	117	131
gene:AT1G07910	1800	2108	936	868	897
gene:AT1G07920	3082	3089	18283	20842	20800
gene:AT1G07930	2914	2744	16436	18830	18699
gene:AT1G07940	3017	2923	8857	9860	10208
gene:AT1G07950	62	6	257	345	353
gene:AT1G07960	64	24	486	589	718
gene:AT1G07970	1076	2310	357	510	568
gene:AT1G07980	816	278	235	315	362
gene:AT1G07985	0	0	1	13	10
gene:AT1G07990	1139	472	1858	1539	1704
gene:AT1G08000	173	65	272	313	371
gene:AT1G08005	1	0	0	3	3
gene:AT1G08010	926	1101	332	420	445
gene:AT1G08030	1779	557	496	584	643
gene:AT1G08035	0	1	2	8	3
gene:AT1G08040	1693	348	664	715	804
gene:AT1G08050	89	383	353	417	306
gene:AT1G08060	986	1160	1073	1067	1059
gene:AT1G08065	1	0	0	0	1
gene:AT1G08070	308	55	86	66	72
gene:AT1G08080	67	13	1	1	1
gene:AT1G08090	0	0	38	230	258
gene:AT1G08100	0	0	0	3	5
gene:AT1G08110	148	7	2247	2432	2545
gene:AT1G08120	25	36	6	14	8
gene:AT1G08125	353	470	543	538	584
gene:AT1G08130	4049	2775	798	1172	1299
gene:AT1G08135	1	0	0	0	0
gene:AT1G08140	0	0	0	1	1
gene:AT1G08150	22	74	0	2	1
gene:AT1G08160	0	0	143	341	341
gene:AT1G08165	0	0	29	97	76
gene:AT1G08170	0	0	0	1	1
gene:AT1G08180	0	0	54	98	85
gene:AT1G08190	1332	1015	2897	2525	2547
gene:AT1G08200	1058	1230	5968	6632	6619
gene:AT1G08210	243	0	469	563	618
gene:AT1G08220	1178	447	132	210	217
gene:AT1G08230	3	83	223	309	320
gene:AT1G08250	65	73	58	118	98
gene:AT1G08260	5510	1762	837	1122	1229
gene:AT1G08270	642	375	110	178	198
gene:AT1G08280	0	0	123	222	229
gene:AT1G08290	0	0	38	42	22
gene:AT1G08300	1256	131	136	181	207
gene:AT1G08310	332	1	31	9	14
gene:AT1G08315	398	122	272	118	106
gene:AT1G08320	1	0	3	7	5
gene:AT1G08340	75	2	36	71	113
gene:AT1G08350	124	154	288	307	318
gene:AT1G08360	2107	2418	5601	8697	9732
gene:AT1G08370	4398	2688	827	831	853
gene:AT1G08380	813	88	68617	68865	64427
gene:AT1G08390	71	14	109	180	168
gene:AT1G08400	244	293	220	317	360
gene:AT1G08410	1083	365	614	742	824
gene:AT1G08420	358	160	1868	1756	1785
gene:AT1G08430	0	0	3	10	9
gene:AT1G08440	0	0	0	0	3
gene:AT1G08450	0	0	8707	6405	7038
gene:AT1G08460	41	33	645	527	512
gene:AT1G08465	1	0	298	417	451
gene:AT1G08470	530	1017	538	538	563
gene:AT1G08480	302	887	1090	1213	1273
gene:AT1G08490	195	129	1420	1684	1700
gene:AT1G08500	0	0	77	70	59
gene:AT1G08510	350	350	5242	3300	3318
gene:AT1G08520	4998	2131	9946	12259	13061
gene:AT1G08530	555	86	511	585	555
gene:AT1G08540	1301	619	3504	4583	4872
gene:AT1G08550	918	178	4255	3673	4015
gene:AT1G08560	202	0	270	594	718
gene:AT1G08570	916	301	2585	2078	2245
gene:AT1G08580	145	232	620	936	1030
gene:AT1G08590	946	189	159	196	267
gene:AT1G08600	26	22	943	999	1035
gene:AT1G08610	78	110	427	473	572
gene:AT1G08620	3	5	1117	1043	1075
gene:AT1G08630	434	1019	15	69	31
gene:AT1G08640	394	707	2575	3497	3852
gene:AT1G08645	0	0	361	314	393
gene:AT1G08650	303	0	1242	1166	1474
gene:AT1G08660	853	569	1136	1219	1327
gene:AT1G08670	0	0	0	0	0
gene:AT1G08680	8	0	1130	1347	1327
gene:AT1G08695	1	0	0	1	0
gene:AT1G08700	299	1095	557	627	725
gene:AT1G08710	98	446	259	298	332
gene:AT1G08720	819	493	1542	1166	1306
gene:AT1G08730	503	234	29	51	56
gene:AT1G08750	1425	679	438	468	537
gene:AT1G08760	627	185	594	495	458
gene:AT1G08770	15	0	207	213	193
gene:AT1G08780	365	79	358	500	532
gene:AT1G08790	0	0	0	1	0
gene:AT1G08800	1224	244	767	437	370
gene:AT1G08810	1	0	435	805	869
gene:AT1G08820	3393	1602	1175	1077	1116
gene:AT1G08830	67	105	4192	5323	5276
gene:AT1G08840	2002	1121	914	1437	1462
gene:AT1G08845	287	53	149	199	197
gene:AT1G08860	1084	447	41	22	12
gene:AT1G08880	71	176	1150	1420	1506
gene:AT1G08890	64	29	783	190	234
gene:AT1G08900	2	0	1392	1519	1591
gene:AT1G08910	273	82	750	985	995
gene:AT1G08920	0	0	688	873	951
gene:AT1G08930	1	196	15159	10398	9651
gene:AT1G08940	0	0	250	255	166
gene:AT1G08960	1777	1493	367	378	444
gene:AT1G08970	103	59	801	997	1040
gene:AT1G08980	463	14	4307	3697	4162
gene:AT1G08985	0	0	3	0	0
gene:AT1G08990	0	0	1	0	0
gene:AT1G09000	0	173	92	81	115
gene:AT1G09010	630	811	2385	2395	2606
gene:AT1G09020	2884	1133	1452	1421	1416
gene:AT1G09030	0	0	0	0	0
gene:AT1G09040	409	269	209	234	246
gene:AT1G09050	131	567	294	240	290
gene:AT1G09060	883	53	2524	2496	2627
gene:AT1G09070	1087	713	19378	7816	8748
gene:AT1G09080	54	242	629	552	603
gene:AT1G09090	0	4	8	10	11
gene:AT1G09100	606	181	853	908	945
gene:AT1G09130	1641	1986	4597	5459	5551
gene:AT1G09140	3617	1330	1227	1734	1694
gene:AT1G09150	231	242	854	1126	1188
gene:AT1G09155	0	0	0	1	0
gene:AT1G09157	0	4	1	3	0
gene:AT1G09160	1918	873	1225	1408	1490
gene:AT1G09170	0	0	36	43	63
gene:AT1G09176	1	0	0	0	0
gene:AT1G09180	3	1	27	44	33
gene:AT1G09190	235	22	95	98	121
gene:AT1G09195	1876	503	312	367	461
gene:AT1G09200	3	3	787	1118	1128
gene:AT1G09210	8612	6847	5617	7024	7804
gene:AT1G09220	78	0	48	43	60
gene:AT1G09230	155	356	513	586	657
gene:AT1G09240	0	0	211	41	65
gene:AT1G09245	0	0	0	0	0
gene:AT1G09250	0	0	278	283	262
gene:AT1G09260	0	0	4	3	2
gene:AT1G09270	260	581	1645	1726	1749
gene:AT1G09280	244	604	517	644	727
gene:AT1G09290	85	296	314	350	408
gene:AT1G09300	1374	170	351	381	456
gene:AT1G09310	235	1438	22567	11568	10402
gene:AT1G09320	344	219	358	317	402
gene:AT1G09330	709	87	1088	1098	1063
gene:AT1G09340	578	170	14232	24001	24443
gene:AT1G09350	0	0	72	65	61
gene:AT1G09360	0	0	0	0	0
gene:AT1G09370	1371	397	0	1	0
gene:AT1G09380	0	0	0	1	0
gene:AT1G09390	102	89	597	532	532
gene:AT1G09400	0	115	44	26	24
gene:AT1G09410	0	0	53	49	60
gene:AT1G09415	68	7	660	665	724
gene:AT1G09420	2219	644	170	343	323
gene:AT1G09430	1043	307	3397	3045	3358
gene:AT1G09440	0	0	370	433	484
gene:AT1G09450	0	0	26	110	103
gene:AT1G09460	48	12	100	244	231
gene:AT1G09470	260	500	32	169	165
gene:AT1G09480	16	68	34	66	36
gene:AT1G09483	1	38	2	5	6
gene:AT1G09490	115	293	889	849	778
gene:AT1G09500	35	215	0	38	34
gene:AT1G09510	23	18	1	0	0
gene:AT1G09520	168	34	259	344	347
gene:AT1G09530	0	0	654	551	604
gene:AT1G09540	1	0	10	6	2
gene:AT1G09550	0	136	0	0	0
gene:AT1G09560	57	280	2617	1984	1839
gene:AT1G09570	106	424	4026	3803	3911
gene:AT1G09575	132	263	695	426	440
gene:AT1G09580	0	0	228	273	254
gene:AT1G09590	478	337	1963	3224	3568
gene:AT1G09600	517	45	9	31	24
gene:AT1G09610	3	0	35	60	70
gene:AT1G09620	1634	1658	4606	5372	6106
gene:AT1G09625	0	0	0	0	0
gene:AT1G09630	0	120	551	654	702
gene:AT1G09640	6629	5319	6766	7250	7891
gene:AT1G09645	40	44	683	578	653
gene:AT1G09650	19	251	8	7	14
gene:AT1G09660	383	976	837	974	1092
gene:AT1G09665	0	0	1	0	2
gene:AT1G09680	381	125	138	114	148
gene:AT1G09690	1196	461	3794	6358	6923
gene:AT1G09700	1132	469	384	491	533
gene:AT1G09710	290	683	284	302	314
gene:AT1G09720	18	1	0	3	3
gene:AT1G09730	1808	940	1454	1331	1498
gene:AT1G09740	3	116	314	239	224
gene:AT1G09750	115	446	3222	6191	5974
gene:AT1G09760	900	192	936	1348	1504
gene:AT1G09770	3065	2828	3941	4455	5109
gene:AT1G09780	598	750	5508	6007	6658
gene:AT1G09790	2	0	0	1	3
gene:AT1G09794	743	0	102	94	108
gene:AT1G09795	2526	833	2626	3025	3376
gene:AT1G09800	132	652	133	169	225
gene:AT1G09810	0	59	462	527	548
gene:AT1G09812	5	6	13	27	39
gene:AT1G09815	4	229	274	317	363
gene:AT1G09820	360	327	112	174	190
gene:AT1G09830	1336	646	1064	1132	1270
gene:AT1G09840	1135	1674	1169	1068	1147
gene:AT1G09850	127	26	834	706	791
gene:AT1G09860	0	0	44	35	52
gene:AT1G09870	1039	301	937	904	1008
gene:AT1G09880	5235	4580	22	45	46
gene:AT1G09890	0	2	99	197	242
gene:AT1G09900	85	379	578	994	1147
gene:AT1G09910	660	711	734	573	558
gene:AT1G09920	144	17	931	917	890
gene:AT1G09930	180	505	616	35	33
gene:AT1G09932	1	2	2016	1238	1073
gene:AT1G09935	0	0	10	14	2
gene:AT1G09940	100	76	2947	1150	1186
gene:AT1G09950	81	7	455	31	31
gene:AT1G09960	0	0	107	176	149
gene:AT1G09970	1534	358	10963	7122	5690
gene:AT1G09980	865	960	1318	1397	1390
gene:AT1G09995	4	100	188	217	218
gene:AT1G10000	173	14	42	44	49
gene:AT1G10010	1618	1129	0	5	4
gene:AT1G10020	0	0	675	524	545
gene:AT1G10030	367	400	269	380	414
gene:AT1G10040	131	106	86	95	69
gene:AT1G10050	3052	807	753	497	549
gene:AT1G10060	0	0	702	1176	1359
gene:AT1G10070	3	0	429	406	308
gene:AT1G10090	797	548	2437	1465	1708
gene:AT1G10095	241	267	171	141	169
gene:AT1G10100	0	16	0	1	0
gene:AT1G10110	0	0	14	14	12
gene:AT1G10120	0	62	491	749	831
gene:AT1G10130	1698	882	1959	1935	2001
gene:AT1G10140	0	0	410	252	142
gene:AT1G10150	158	191	1084	568	571
gene:AT1G10155	158	191	1112	595	593
gene:AT1G10170	230	1277	2017	1655	1761
gene:AT1G10180	3	68	589	855	925
gene:AT1G10190	261	176	0	0	0
gene:AT1G10200	1	0	2546	2225	2280
gene:AT1G10210	423	30	301	284	314
gene:AT1G10220	5	32	5	8	2
gene:AT1G10225	0	0	1	0	0
gene:AT1G10230	168	22	152	254	308
gene:AT1G10240	226	889	221	335	342
gene:AT1G10250	11	8	0	1	1
gene:AT1G10270	156	293	247	340	349
gene:AT1G10280	12	173	165	202	170
gene:AT1G10290	967	1140	2979	2942	2898
gene:AT1G10300	717	150	2	10	6
gene:AT1G10310	297	252	486	602	587
gene:AT1G10320	2510	3180	526	601	655
gene:AT1G10330	432	37	52	60	63
gene:AT1G10340	8	93	2644	798	912
gene:AT1G10350	795	565	573	523	532
gene:AT1G10360	663	13	1393	1745	1775
gene:AT1G10370	575	11	172	509	582
gene:AT1G10380	3	0	160	233	193
gene:AT1G10385	2	112	1	2	1
gene:AT1G10390	3772	3474	2775	3115	3308
gene:AT1G10395	146	410	151	119	121
gene:AT1G10400	1	0	3	5	1
gene:AT1G10410	3	386	787	1009	907
gene:AT1G10417	0	0	66	72	62
gene:AT1G10430	23	162	825	847	871
gene:AT1G10450	3601	2355	1221	1257	1382
gene:AT1G10455	81	0	0	2	2
gene:AT1G10460	0	1	28	50	56
gene:AT1G10470	0	2	4323	4461	5072
gene:AT1G10480	3	0	1	0	0
gene:AT1G10490	672	1761	1870	2094	2452
gene:AT1G10500	160	155	1740	1849	1980
gene:AT1G10510	457	32	1560	2137	2354
gene:AT1G10520	94	93	36	56	66
gene:AT1G10522	360	216	544	1090	1431
gene:AT1G10530	150	5	8	6	9
gene:AT1G10540	1	0	4	7	10
gene:AT1G10550	0	1	166	18	19
gene:AT1G10560	74	30	245	105	164
gene:AT1G10570	374	335	865	933	1069
gene:AT1G10580	1083	943	1035	1217	1293
gene:AT1G10585	0	0	21	155	31
gene:AT1G10586	1	1	0	2	1
gene:AT1G10588	182	104	0	1	0
gene:AT1G10590	381	487	2383	2319	2464
gene:AT1G10600	236	146	569	729	733
gene:AT1G10610	387	433	366	380	374
gene:AT1G10620	1	0	0	3	0
gene:AT1G10630	1059	1165	1734	1884	2051
gene:AT1G10640	0	41	76	265	242
gene:AT1G10650	355	385	405	498	487
gene:AT1G10657	0	0	321	468	471
gene:AT1G10660	366	165	739	891	967
gene:AT1G10670	30	16	6102	6225	6269
gene:AT1G10680	3004	1371	2	0	0
gene:AT1G10690	0	0	75	166	187
gene:AT1G10700	0	101	1064	1342	1315
gene:AT1G10710	834	89	17	14	12
gene:AT1G10715	0	0	0	0	0
gene:AT1G10717	0	484	0	0	0
gene:AT1G10720	303	233	684	639	706
gene:AT1G10730	2325	961	258	253	207
gene:AT1G10740	766	231	798	976	990
gene:AT1G10745	244	231	0	0	0
gene:AT1G10747	0	0	0	1	0
gene:AT1G10750	2	0	41	100	121
gene:AT1G10760	3635	2009	21114	10615	11708
gene:AT1G10770	0	0	8	1	9
gene:AT1G10780	11	0	81	155	161
gene:AT1G10790	0	0	8	7	13
gene:AT1G10800	0	0	14	18	22
gene:AT1G10810	2	2	34	26	26
gene:AT1G10820	0	0	762	819	967
gene:AT1G10830	812	259	999	1081	1139
gene:AT1G10840	2338	911	2966	3497	3761
gene:AT1G10850	3	78	421	692	760
gene:AT1G10865	503	86	480	490	535
gene:AT1G10870	403	395	656	845	834
gene:AT1G10875	32	0	0	1	0
gene:AT1G10880	57	1135	0	2	1
gene:AT1G10890	2568	1431	1730	2183	2274
gene:AT1G10900	2367	1472	924	937	838
gene:AT1G10910	717	1033	1286	2015	2116
gene:AT1G10920	253	104	608	505	535
gene:AT1G10930	1505	1565	686	983	1087
gene:AT1G10940	5241	3917	2548	2459	2466
gene:AT1G10950	2171	622	3796	3673	3985
gene:AT1G10960	29	122	2357	3720	3949
gene:AT1G10970	0	184	68	101	75
gene:AT1G10980	0	2	0	6	5
gene:AT1G10990	0	0	117	136	147
gene:AT1G11000	1107	30	368	288	275
gene:AT1G11020	0	1	445	481	458
gene:AT1G11040	43	0	0	1	1
gene:AT1G11050	1819	1336	1673	1162	872
gene:AT1G11060	71	399	606	650	733
gene:AT1G11070	2464	1572	19	21	13
gene:AT1G11080	3	4	1	11	12
gene:AT1G11090	36	285	283	263	279
gene:AT1G11100	162	632	51	45	43
gene:AT1G11110	5	0	0	0	0
gene:AT1G11112	0	0	4	6	9
gene:AT1G11120	0	0	30	79	103
gene:AT1G11125	0	1	8	23	23
gene:AT1G11130	1	4	385	511	526
gene:AT1G11145	0	0	0	0	0
gene:AT1G11160	362	107	47	76	91
gene:AT1G11170	103	25	138	73	69
gene:AT1G11180	71	227	397	387	319
gene:AT1G11190	0	0	66	133	153
gene:AT1G11200	37	0	633	560	560
gene:AT1G11210	156	1	3129	717	1064
gene:AT1G11220	1	0	30	54	66
gene:AT1G11230	0	0	0	0	1
gene:AT1G11240	1675	789	536	774	865
gene:AT1G11250	0	0	0	5	5
gene:AT1G11260	14	1	9141	6241	6752
gene:AT1G11270	398	333	286	196	207
gene:AT1G11280	736	445	755	1148	1140
gene:AT1G11290	178	254	302	337	427
gene:AT1G11300	3	0	110	103	116
gene:AT1G11303	0	1	492	590	682
gene:AT1G11310	0	0	10722	7750	7414
gene:AT1G11320	111	150	113	185	203
gene:AT1G11330	4	0	3009	2543	2782
gene:AT1G11340	2	4	204	249	299
gene:AT1G11350	295	150	2335	1687	1657
gene:AT1G11360	550	947	646	605	635
gene:AT1G11362	1792	797	3	7	8
gene:AT1G11370	375	25	2	1	1
gene:AT1G11380	237	186	320	346	371
gene:AT1G11390	729	789	432	558	605
gene:AT1G11400	344	446	360	527	596
gene:AT1G11410	0	168	623	531	525
gene:AT1G11420	0	0	36	74	84
gene:AT1G11430	3383	1280	2410	3846	4321
gene:AT1G11440	10	1	414	447	442
gene:AT1G11450	0	0	62	217	229
gene:AT1G11460	0	1	9	24	20
gene:AT1G11470	0	0	0	0	0
gene:AT1G11475	123	1	529	730	780
gene:AT1G11480	1193	794	1755	1743	1985
gene:AT1G11490	61	66	11	19	18
gene:AT1G11500	96	8	7	34	27
gene:AT1G11510	1254	722	0	0	0
gene:AT1G11520	123	103	0	0	0
gene:AT1G11530	1	5	938	687	775
gene:AT1G11540	1943	19	9	3	9
gene:AT1G11545	0	0	803	991	799
gene:AT1G11560	8	3	2	4	4
gene:AT1G11570	0	0	20	42	44
gene:AT1G11572	0	0	0	0	2
gene:AT1G11580	0	0	448	1142	957
gene:AT1G11590	226	29	0	2	0
gene:AT1G11591	111	67	81	99	116
gene:AT1G11593	527	647	0	0	0
gene:AT1G11600	0	0	1	45	61
gene:AT1G11608	248	0	0	0	0
gene:AT1G11610	0	11	3	13	0
gene:AT1G11620	0	0	0	0	0
gene:AT1G11630	197	15	241	250	271
gene:AT1G11650	1281	512	5795	6242	6287
gene:AT1G11655	0	0	0	0	0
gene:AT1G11660	114	0	1433	1546	1584
gene:AT1G11670	0	0	835	336	279
gene:AT1G11680	2411	2724	2375	2429	2487
gene:AT1G11684	281	31	0	0	0
gene:AT1G11690	792	276	0	0	0
gene:AT1G11700	3	0	39	63	41
gene:AT1G11710	769	1118	49	60	61
gene:AT1G11720	4078	3007	1344	1694	1807
gene:AT1G11730	93	2	35	98	89
gene:AT1G11740	35	259	64	42	11
gene:AT1G11750	153	287	3859	4687	5053
gene:AT1G11755	119	155	401	506	585
gene:AT1G11760	154	4	114	174	219
gene:AT1G11765	0	0	0	0	0
gene:AT1G11770	0	0	3	4	0
gene:AT1G11780	0	24	363	378	429
gene:AT1G11785	0	0	4	10	8
gene:AT1G11790	0	0	904	1177	1299
gene:AT1G11800	24	1	177	180	191
gene:AT1G11810	0	1	5	23	32
gene:AT1G11820	0	1	963	1716	1800
gene:AT1G11840	2044	902	4424	4921	4961
gene:AT1G11850	0	0	450	1217	1412
gene:AT1G11860	691	1092	20156	28472	29275
gene:AT1G11870	946	323	1013	1424	1538
gene:AT1G11880	1024	943	202	204	227
gene:AT1G11890	1206	1609	1381	1252	1377
gene:AT1G11900	58	9	77	109	110
gene:AT1G11905	671	311	364	391	382
gene:AT1G11910	2969	1846	11561	10439	10466
gene:AT1G11915	0	0	26	32	40
gene:AT1G11920	0	0	2	0	1
gene:AT1G11925	161	0	31	2	2
gene:AT1G11930	1155	1295	1497	1676	1775
gene:AT1G11940	1231	1040	173	185	220
gene:AT1G11950	1238	1529	428	230	249
gene:AT1G11960	1066	2003	3379	1340	1594
gene:AT1G11970	0	0	1	0	0
gene:AT1G11980	0	0	0	1	1
gene:AT1G11990	0	0	15	49	44
gene:AT1G12000	4327	2206	1722	2088	2115
gene:AT1G12010	0	0	96	57	53
gene:AT1G12020	1	25	193	353	425
gene:AT1G12030	20	0	27	14	4
gene:AT1G12040	0	0	1	1	1
gene:AT1G12050	323	353	1218	1139	1140
gene:AT1G12060	369	0	43	78	79
gene:AT1G12064	0	0	0	0	3
gene:AT1G12070	0	0	4	8	9
gene:AT1G12080	7	3	379	455	406
gene:AT1G12090	0	0	17299	15531	15332
gene:AT1G12100	0	0	6	29	28
gene:AT1G12110	2	0	2606	3540	2963
gene:AT1G12120	2	1	2160	1955	2104
gene:AT1G12130	1	0	0	2	4
gene:AT1G12140	144	705	1194	945	899
gene:AT1G12150	7	3	33	21	19
gene:AT1G12160	130	0	90	129	139
gene:AT1G12170	0	0	0	1	0
gene:AT1G12180	0	0	0	0	0
gene:AT1G12190	0	0	0	0	0
gene:AT1G12200	3	2	138	228	113
gene:AT1G12210	2813	668	187	224	213
gene:AT1G12211	2828	674	181	211	202
gene:AT1G12220	411	10	1389	938	1023
gene:AT1G12230	60	120	2123	2301	2411
gene:AT1G12240	2	0	5356	7300	7009
gene:AT1G12244	258	82	262	377	421
gene:AT1G12250	39	4	1134	1452	1441
gene:AT1G12260	0	0	54	130	154
gene:AT1G12270	4532	1942	1596	1890	2050
gene:AT1G12280	11	63	453	426	443
gene:AT1G12290	264	285	231	168	185
gene:AT1G12300	185	95	123	145	151
gene:AT1G12310	31	34	744	954	1003
gene:AT1G12320	31	34	874	1260	1275
gene:AT1G12330	831	80	250	485	497
gene:AT1G12340	95	33	36	46	60
gene:AT1G12350	1326	1162	618	643	700
gene:AT1G12360	2008	4001	3161	2685	2856
gene:AT1G12370	37	414	46	109	126
gene:AT1G12380	171	354	155	411	382
gene:AT1G12390	1085	382	348	447	506
gene:AT1G12400	7	1	155	150	152
gene:AT1G12410	154	362	3826	4644	4906
gene:AT1G12411	0	0	0	0	0
gene:AT1G12420	490	278	900	848	865
gene:AT1G12430	958	753	1021	1310	1435
gene:AT1G12440	1086	168	2052	2333	2297
gene:AT1G12450	154	206	359	305	368
gene:AT1G12460	81	8	420	413	456
gene:AT1G12470	863	1302	1682	1375	1480
gene:AT1G12480	1	24	281	363	373
gene:AT1G12490	190	5	4	8	6
gene:AT1G12500	6	1	1213	1471	1405
gene:AT1G12520	0	1	1411	2004	2128
gene:AT1G12530	398	217	285	317	375
gene:AT1G12540	0	0	1	0	0
gene:AT1G12550	585	204	163	109	127
gene:AT1G12560	0	0	0	0	0
gene:AT1G12570	0	18	24	71	50
gene:AT1G12580	1650	446	3011	3042	3359
gene:AT1G12600	561	808	13	21	30
gene:AT1G12610	9	450	567	0	4
gene:AT1G12615	0	0	0	0	0
gene:AT1G12620	205	83	112	218	205
gene:AT1G12630	0	0	2	1	2
gene:AT1G12640	222	162	940	887	977
gene:AT1G12650	1013	486	605	747	821
gene:AT1G12660	0	50	0	0	0
gene:AT1G12663	1	2	0	1	0
gene:AT1G12665	49	0	0	0	0
gene:AT1G12672	10679	5165	5	4	4
gene:AT1G12680	2870	601	756	710	702
gene:AT1G12700	160	47	145	211	220
gene:AT1G12710	0	0	1252	892	1082
gene:AT1G12730	16	168	420	302	365
gene:AT1G12740	0	0	4	4	2
gene:AT1G12750	0	26	859	941	1030
gene:AT1G12760	236	334	1721	1366	1500
gene:AT1G12770	78	254	1767	2312	2613
gene:AT1G12775	867	4	90	129	156
gene:AT1G12780	197	161	2403	2125	2301
gene:AT1G12790	19	77	238	239	264
gene:AT1G12800	958	1526	6737	9830	10330
gene:AT1G12805	0	0	0	0	0
gene:AT1G12810	146	23	415	441	436
gene:AT1G12820	874	1	1146	1420	1554
gene:AT1G12830	169	411	259	375	406
gene:AT1G12840	446	829	4897	4860	5009
gene:AT1G12845	0	0	407	614	722
gene:AT1G12850	1364	176	1186	1300	1408
gene:AT1G12855	0	0	10	10	15
gene:AT1G12860	1	1	1097	2177	2316
gene:AT1G12870	0	0	2	3	1
gene:AT1G12880	4	2	424	354	351
gene:AT1G12890	0	0	47	23	10
gene:AT1G12900	5586	2960	42431	60886	59090
gene:AT1G12910	495	173	723	711	809
gene:AT1G12920	1261	1054	2171	2826	3125
gene:AT1G12930	1257	3289	917	1074	1093
gene:AT1G12940	0	0	69	272	363
gene:AT1G12950	219	0	3	16	16
gene:AT1G12960	2	1	0	0	1
gene:AT1G12970	656	493	478	335	326
gene:AT1G12980	0	0	1	0	1
gene:AT1G12990	877	341	1357	1198	1430
gene:AT1G13000	314	5	1425	1380	1518
gene:AT1G13020	524	371	1151	1337	1405
gene:AT1G13030	3110	1389	287	418	478
gene:AT1G13040	1608	618	128	144	165
gene:AT1G13050	461	288	82	121	140
gene:AT1G13060	251	427	2550	2912	3124
gene:AT1G13080	0	0	470	331	294
gene:AT1G13090	38	49	1526	1404	1505
gene:AT1G13100	0	0	411	351	314
gene:AT1G13110	110	6	6373	4029	3448
gene:AT1G13120	2474	2138	612	798	858
gene:AT1G13130	25	0	5	5	7
gene:AT1G13140	195	519	11	20	45
gene:AT1G13143	79	149	8	5	22
gene:AT1G13150	355	12	35	37	40
gene:AT1G13160	3088	2875	915	1246	1351
gene:AT1G13170	2303	620	1050	1129	1194
gene:AT1G13180	973	196	522	436	479
gene:AT1G13190	598	744	1378	1366	1471
gene:AT1G13195	2	1	313	235	226
gene:AT1G13200	1	2	3	1	2
gene:AT1G13210	0	31	14007	7585	6668
gene:AT1G13220	604	1143	712	965	1007
