TRINITY_DN0_c0_g1	GO:0004674,GO:0004709,GO:0005524,GO:0005737,GO:0007346,GO:0010098,GO:0010103,GO:0010229,GO:0023014,GO:0031098,GO:0032147,GO:0040008
TRINITY_DN10270_c0_g1	GO:0000139,GO:0005794,GO:0009834,GO:0010417,GO:0015020,GO:0016021,GO:0016757,GO:0071555
TRINITY_DN10271_c0_g1	GO:0001675,GO:0003677,GO:0005096,GO:0005634,GO:0006810,GO:0007275,GO:0007289,GO:0016023,GO:0042995,GO:0043025,GO:0043231,GO:0045109,GO:0046872
TRINITY_DN10274_c0_g1	GO:0005773,GO:0005774,GO:0005886,GO:0006811,GO:0009506,GO:0009507,GO:0009941,GO:0016020,GO:0016021
TRINITY_DN10276_c0_g1	GO:0009535,GO:0016021
TRINITY_DN10278_c0_g1	GO:0004553,GO:0005618,GO:0010411,GO:0016762,GO:0042546,GO:0048046
TRINITY_DN10279_c0_g1	GO:0004364,GO:0005886,GO:0009636
TRINITY_DN1027_c0_g1	GO:0000166,GO:0005085,GO:0005634,GO:0005737,GO:0006006,GO:0008928,GO:0009408,GO:0009753,GO:0010471,GO:0010472,GO:0010473,GO:0010474,GO:0010475,GO:0016787,GO:0019853,GO:0042742,GO:0052544,GO:0080046,GO:0080048
TRINITY_DN1027_c2_g1	GO:0000166,GO:0005085,GO:0005634,GO:0005737,GO:0006006,GO:0008928,GO:0009408,GO:0009753,GO:0010471,GO:0010472,GO:0010473,GO:0010474,GO:0010475,GO:0016787,GO:0019853,GO:0042742,GO:0052544,GO:0080046,GO:0080048
TRINITY_DN10280_c0_g1	GO:0005886,GO:0007405,GO:0007596,GO:0016021,GO:0016787,GO:0019369,GO:0030168,GO:0042136,GO:0043196,GO:0046340,GO:0046872,GO:0071926
TRINITY_DN10281_c0_g1	GO:0001552,GO:0005200,GO:0005634,GO:0005737,GO:0005882,GO:0007420,GO:0015643,GO:0021510,GO:0021766,GO:0021987,GO:0030424,GO:0030674,GO:0031103,GO:0031175,GO:0034599,GO:0042220,GO:0043204,GO:0045110,GO:0046982,GO:0071392,GO:1903935,GO:1903937
TRINITY_DN10282_c0_g1	GO:0000122,GO:0005634,GO:0005720,GO:0006346,GO:0006351,GO:0008327,GO:0010370,GO:0019899,GO:0043621
TRINITY_DN10282_c0_g2	GO:0005634
TRINITY_DN10283_c0_g1	GO:0000963,GO:0005739,GO:0009507,GO:0016554,GO:0080156
TRINITY_DN10284_c0_g1	GO:0004161,GO:0004311,GO:0004337,GO:0009507,GO:0016117,GO:0033384,GO:0033386,GO:0045337,GO:0046872
TRINITY_DN10285_c0_g1	GO:0002764,GO:0004674,GO:0004675,GO:0005524,GO:0005768,GO:0005886,GO:0006898,GO:0007178,GO:0009626,GO:0010008,GO:0010204,GO:0010359,GO:0012505,GO:0016020,GO:0016021,GO:0016045,GO:0019199,GO:0042742,GO:0052544
TRINITY_DN10285_c5_g1	GO:0004674,GO:0005524,GO:0009793,GO:0016021,GO:0090558
TRINITY_DN10286_c0_g1	GO:0004089,GO:0006730,GO:0008270,GO:0009570,GO:0046872
TRINITY_DN10287_c0_g1	GO:0000151,GO:0000209,GO:0000922,GO:0000930,GO:0003677,GO:0003823,GO:0004842,GO:0005521,GO:0005634,GO:0005652,GO:0005700,GO:0005814,GO:0006351,GO:0006355,GO:0006511,GO:0006513,GO:0006974,GO:0006997,GO:0007060,GO:0007095,GO:0007140,GO:0008270,GO:0008630,GO:0010032,GO:0010842,GO:0016568,GO:0016605,GO:0016607,GO:0016874,GO:0016925,GO:0019789,GO:0030496,GO:0032391,GO:0034504,GO:0035845,GO:0036064,GO:0042127,GO:0042771,GO:0042787,GO:0043066,GO:0043161,GO:0044547,GO:0045893,GO:0046548,GO:0046549,GO:0051299,GO:0051443,GO:0051457,GO:0061630,GO:0070936,GO:0071763
TRINITY_DN10288_c0_g1	GO:0003677,GO:0005634,GO:0006351,GO:0006355,GO:0007049
TRINITY_DN10289_c0_g1	GO:0003735,GO:0005310,GO:0005743,GO:0006412,GO:0006835,GO:0006839,GO:0015992,GO:0016021,GO:0017077
TRINITY_DN10290_c0_g1	GO:0005739,GO:0016021
TRINITY_DN10291_c0_g1	GO:0005506,GO:0005789,GO:0007275,GO:0009965,GO:0010268,GO:0016021,GO:0016125,GO:0016132,GO:0016709,GO:0020037,GO:0042814,GO:0048366,GO:0048441,GO:0048443
TRINITY_DN10294_c0_g1	GO:0003885,GO:0004497,GO:0005506,GO:0016020,GO:0016021,GO:0016705,GO:0019853,GO:0020037,GO:0050105,GO:0050660
TRINITY_DN10294_c1_g1	GO:0003885,GO:0016020,GO:0019853,GO:0050105,GO:0050660
TRINITY_DN1029_c0_g1	GO:0005576,GO:0009505,GO:0009506,GO:0016020
TRINITY_DN10300_c0_g1	GO:0005262,GO:0005388,GO:0005524,GO:0005783,GO:0005886,GO:0005887,GO:0009706,GO:0046872
TRINITY_DN10301_c0_g1	GO:0003700,GO:0005634,GO:0006351,GO:0043565
TRINITY_DN10303_c0_g1	GO:0005576,GO:0016042,GO:0016788,GO:0050285
TRINITY_DN10304_c0_g1	GO:0006979,GO:0009507,GO:0009570,GO:0030091,GO:0033743,GO:0046872
TRINITY_DN10306_c0_g1	GO:0005789,GO:0015031,GO:0016021,GO:0016192,GO:0032580,GO:0033116
TRINITY_DN10307_c0_g1	GO:0005524,GO:0005829,GO:0031625,GO:0061630
TRINITY_DN1030_c0_g1	GO:0000124,GO:0003713,GO:0005643,GO:0005985,GO:0006368,GO:0006406,GO:0015031,GO:0016157,GO:0016578,GO:0045893,GO:0070390,GO:0071819
TRINITY_DN10310_c0_g1	GO:0000139,GO:0002239,GO:0003677,GO:0005524,GO:0005576,GO:0005618,GO:0005789,GO:0005886,GO:0006171,GO:0006952,GO:0007165,GO:0008270,GO:0009817,GO:0030275,GO:0042742,GO:0043531
TRINITY_DN10312_c0_g1	GO:0000932,GO:0007033,GO:0009737,GO:0009825,GO:0010090
TRINITY_DN10313_c0_g1	GO:0005764,GO:0005769,GO:0005770,GO:0006622,GO:0006886,GO:0008333,GO:0009968,GO:0031313,GO:0031901,GO:0031902,GO:0032266,GO:0035091,GO:0043547,GO:0045022
TRINITY_DN10317_c0_g1	GO:0000989,GO:0005634,GO:0006351,GO:0006355,GO:0009740
TRINITY_DN10318_c0_g1	GO:0005739
TRINITY_DN1031_c0_g1	GO:0003924,GO:0004517,GO:0005525,GO:0005739,GO:0009507,GO:0009651,GO:0016787,GO:0042254
TRINITY_DN10322_c0_g1	GO:0008270,GO:0016021,GO:0016567,GO:0080167
TRINITY_DN10325_c0_g1	GO:0005886,GO:0005887,GO:0010044,GO:0015075,GO:0034220
TRINITY_DN10326_c0_g1	GO:0000922,GO:0001833,GO:0003723,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0006364,GO:0008017,GO:0008283,GO:0019843,GO:0030282,GO:0030595,GO:0042256,GO:0043022,GO:0043148,GO:0044822,GO:0048539
TRINITY_DN10328_c0_g1	GO:0000788,GO:0003677,GO:0005634,GO:0005730,GO:0006334
TRINITY_DN10328_c0_g2	GO:0000788,GO:0003677,GO:0005634,GO:0005730,GO:0006334
TRINITY_DN10328_c1_g1	GO:0000786,GO:0000788,GO:0003677,GO:0005634,GO:0006334
TRINITY_DN10329_c0_g1	GO:0005509,GO:0009507,GO:0009535,GO:0009543,GO:0009579,GO:0009654,GO:0015979,GO:0019898,GO:0031977
TRINITY_DN1032_c0_g1	GO:0005784,GO:0006886,GO:0016021
TRINITY_DN10331_c0_g1	GO:0004174,GO:0005739,GO:0005743,GO:0006552,GO:0009646,GO:0046872,GO:0051539
TRINITY_DN10332_c0_g1	GO:0006397,GO:0009507,GO:0031425
TRINITY_DN10332_c0_g2	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN10332_c2_g1	GO:0003723,GO:0005739,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
TRINITY_DN10332_c3_g1	GO:0005739
TRINITY_DN10332_c4_g1	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN10332_c5_g1	GO:0005739
TRINITY_DN10336_c0_g1	GO:0000902,GO:0005737,GO:0005884,GO:0007015,GO:0008290,GO:0009408,GO:0030036,GO:0051015,GO:0051016,GO:0051693
TRINITY_DN10337_c0_g1	GO:0005886,GO:0016021
TRINITY_DN10338_c0_g1	GO:0009611,GO:0009620,GO:0009695,GO:0009753,GO:0016787
TRINITY_DN1033_c0_g1	GO:0004477,GO:0004488,GO:0005829,GO:0009396,GO:0009507,GO:0009853,GO:0035999
TRINITY_DN1033_c0_g2	GO:0004477,GO:0004488,GO:0005829,GO:0009396,GO:0009507,GO:0009853,GO:0035999
TRINITY_DN10345_c0_g1	GO:0005525,GO:0005794,GO:0007264,GO:0015031,GO:0016192
TRINITY_DN1034_c0_g1	GO:0005506,GO:0005737,GO:0019310,GO:0019853,GO:0050113
TRINITY_DN1034_c0_g2	GO:0005506,GO:0005737,GO:0019310,GO:0019853,GO:0050113
TRINITY_DN1034_c1_g1	GO:0005506,GO:0005737,GO:0019310,GO:0019853,GO:0050113
TRINITY_DN10350_c0_g1	GO:0005506,GO:0009809,GO:0016020,GO:0016021,GO:0016709,GO:0020037
TRINITY_DN10351_c0_g1	GO:0005634,GO:0005737,GO:0009408,GO:0009644,GO:0010286,GO:0015969,GO:0042542,GO:0051131,GO:0051879,GO:0070678
TRINITY_DN10352_c0_g1	GO:0005524,GO:0005730,GO:0006364,GO:0051731
TRINITY_DN10354_c0_g1	GO:0001104,GO:0006357,GO:0006369,GO:0010219,GO:0016592,GO:0045892,GO:0048440,GO:0048441,GO:0048442,GO:0048443,GO:0048510,GO:0048833,GO:0070847
TRINITY_DN10355_c0_g1	GO:0003854,GO:0005789,GO:0016020,GO:0016021,GO:0016126,GO:0047012
TRINITY_DN10356_c0_g1	GO:0008168
TRINITY_DN10357_c0_g1	GO:0005524,GO:0005829,GO:0006020,GO:0008266,GO:0042546,GO:0046872,GO:0047940,GO:0048868
TRINITY_DN10358_c0_g1	GO:0005635,GO:0005643,GO:0015031,GO:0051028
TRINITY_DN10359_c0_g1	GO:0005829
TRINITY_DN1035_c0_g1	GO:0003723,GO:0004004,GO:0005524,GO:0005622,GO:0006312,GO:0006406,GO:0006626,GO:0009560,GO:0009640,GO:0010388,GO:0010501,GO:0042991,GO:0051604
TRINITY_DN10360_c0_g1	GO:0008270
TRINITY_DN10361_c0_g1	GO:0000118,GO:0000209,GO:0001047,GO:0004407,GO:0005634,GO:0005737,GO:0005829,GO:0005874,GO:0005875,GO:0005881,GO:0005901,GO:0006351,GO:0006476,GO:0006515,GO:0006886,GO:0006996,GO:0007026,GO:0008013,GO:0008017,GO:0008270,GO:0009636,GO:0009967,GO:0010033,GO:0010469,GO:0010634,GO:0010727,GO:0010870,GO:0016234,GO:0016235,GO:0016236,GO:0016575,GO:0019899,GO:0030424,GO:0030425,GO:0031252,GO:0031593,GO:0031625,GO:0031647,GO:0032041,GO:0032418,GO:0034605,GO:0034983,GO:0035967,GO:0040029,GO:0042826,GO:0042903,GO:0043014,GO:0043162,GO:0043204,GO:0043241,GO:0043242,GO:0045598,GO:0045861,GO:0045892,GO:0048156,GO:0048471,GO:0051354,GO:0051646,GO:0051787,GO:0051788,GO:0051879,GO:0060632,GO:0060765,GO:0070201,GO:0070301,GO:0070840,GO:0070842,GO:0070845,GO:0070846,GO:0070848,GO:0071218,GO:0090035,GO:0090042,GO:0098779,GO:1901300
TRINITY_DN10362_c0_g1	GO:0000325,GO:0005524,GO:0005773,GO:0005774,GO:0008559,GO:0016021,GO:0042626,GO:1902417,GO:1902418
TRINITY_DN10362_c1_g1	GO:0000325,GO:0005524,GO:0005773,GO:0005774,GO:0008559,GO:0016021,GO:0042626,GO:1902417,GO:1902418
TRINITY_DN10363_c0_g1	GO:0015238,GO:0015297,GO:0016021
TRINITY_DN10363_c1_g1	GO:0003700,GO:0006355,GO:0009640,GO:0044212,GO:0046872
TRINITY_DN10364_c0_g1	GO:0009507
TRINITY_DN10365_c0_g2	GO:0005739,GO:0009707,GO:0009877,GO:0016757,GO:0019375,GO:0035250,GO:0042550,GO:0043661,GO:0046481
TRINITY_DN10366_c1_g1	GO:0008380,GO:0009507,GO:1900865
TRINITY_DN10366_c2_g1	GO:0008380,GO:0009507,GO:1900865
TRINITY_DN10367_c0_g1	GO:0003677,GO:0003700,GO:0005634,GO:0005737,GO:0006351,GO:0009736,GO:0009873,GO:0042802,GO:0042991,GO:0048364,GO:0048825
TRINITY_DN10368_c0_g1	GO:0003700,GO:0005634,GO:0006351,GO:0043565
TRINITY_DN1036_c0_g1	GO:0008270,GO:0016567,GO:0016874
TRINITY_DN10370_c0_g1	GO:0009507,GO:0009570,GO:0016279,GO:0018023,GO:0018026,GO:0030785
TRINITY_DN10372_c0_g1	GO:0000188,GO:0004725,GO:0004860,GO:0005078,GO:0005737,GO:0006469,GO:0006470,GO:0007254,GO:0008138,GO:0008330,GO:0008579,GO:0030295,GO:0031434,GO:0031435,GO:0032147,GO:0043410,GO:0043507,GO:0043508,GO:0045860,GO:0046329,GO:0046330,GO:1904030
TRINITY_DN10374_c0_g1	GO:0005509
TRINITY_DN10375_c0_g1	GO:0005524,GO:0005634,GO:0006281,GO:0006282,GO:0007049
TRINITY_DN10376_c0_g1	GO:0000175,GO:0000291,GO:0000932,GO:0003723,GO:0005737,GO:0010587,GO:0034427,GO:0046872,GO:1990074
TRINITY_DN10377_c0_g1	GO:0005215,GO:0005774,GO:0009624,GO:0016021
TRINITY_DN10378_c0_g1	GO:0000287,GO:0004012,GO:0005524,GO:0005789,GO:0016021,GO:0031902
TRINITY_DN10379_c0_g1	GO:0003985,GO:0005737,GO:0046872
TRINITY_DN10382_c0_g1	GO:0005634,GO:0006351,GO:0006355,GO:0032454,GO:0033169,GO:0046872,GO:0051213,GO:0060969
TRINITY_DN10382_c0_g2	GO:0005634,GO:0006351,GO:0006355,GO:0032454,GO:0033169,GO:0046872,GO:0051213,GO:0060969
TRINITY_DN10382_c0_g3	GO:0005634,GO:0006351,GO:0006355,GO:0032454,GO:0033169,GO:0046872,GO:0051213,GO:0060969
TRINITY_DN10383_c0_g1	GO:0015079,GO:0016020,GO:0016021
TRINITY_DN10384_c0_g1	GO:0005634,GO:0006952,GO:0008270,GO:0009414,GO:0009553,GO:0009787,GO:0009908,GO:0009910,GO:0010113,GO:0010183,GO:0010247,GO:0010286,GO:0010337,GO:0016036,GO:0016049,GO:0016607,GO:0016874,GO:0016925,GO:0019789,GO:0031668,GO:0040008,GO:0048481,GO:0048589,GO:0050826,GO:0051301,GO:0061665,GO:0090352,GO:2000070
TRINITY_DN10387_c0_g1	GO:0009813,GO:0016210
TRINITY_DN10387_c2_g1	GO:0009813,GO:0016210
TRINITY_DN10387_c3_g1	GO:0009813,GO:0016210
TRINITY_DN10388_c0_g1	GO:0004674,GO:0005516,GO:0005524,GO:0005886,GO:0009506,GO:0016021,GO:0030246,GO:0048544
TRINITY_DN10389_c0_g1	GO:0003978,GO:0006012,GO:0016021,GO:0032580,GO:0033358,GO:0045227,GO:0050373
TRINITY_DN1038_c0_g1	GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:0009507
TRINITY_DN10390_c0_g1	GO:0016021
TRINITY_DN10390_c1_g1	GO:0016021
TRINITY_DN10390_c1_g2	GO:0016021
TRINITY_DN10390_c1_g3	GO:0016021
TRINITY_DN10391_c0_g1	GO:0000139,GO:0005768,GO:0005794,GO:0005802,GO:0016021,GO:0016757,GO:0045489,GO:0071555
TRINITY_DN10393_c0_g1	GO:0000287,GO:0004743,GO:0005524,GO:0006629,GO:0009507,GO:0009570,GO:0010431,GO:0016301,GO:0030955,GO:0046686
TRINITY_DN10394_c2_g1	GO:0005634,GO:0006950
TRINITY_DN10395_c0_g1	GO:0016491
TRINITY_DN10395_c1_g1	GO:0016491
TRINITY_DN10395_c1_g2	GO:0007275,GO:0016491
TRINITY_DN10396_c0_g1	GO:0008840,GO:0009089,GO:0009507,GO:0019877
TRINITY_DN10397_c0_g1	GO:0005337,GO:0005886,GO:0015858,GO:0016021,GO:1901642
TRINITY_DN1039_c0_g1	GO:0003924,GO:0005525,GO:0006886,GO:0009507,GO:0009536,GO:0009707,GO:0009941,GO:0015450,GO:0016021,GO:0016787,GO:0019750,GO:0045036,GO:0046872
TRINITY_DN103_c0_g1	GO:0009507
TRINITY_DN10400_c0_g1	GO:0005496,GO:0005783,GO:0005794,GO:0005886,GO:0010008,GO:0016021,GO:0020037,GO:0030308
TRINITY_DN10402_c0_g1	GO:0005886,GO:0005905,GO:0006886,GO:0006897,GO:0008289,GO:0008565,GO:0016020,GO:0030131
TRINITY_DN10403_c0_g1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
TRINITY_DN10405_c1_g2	GO:0047641
TRINITY_DN10407_c0_g1	GO:0002161,GO:0004832,GO:0005524,GO:0005739,GO:0006438,GO:0009507
TRINITY_DN10408_c0_g1	GO:0000325,GO:0005524,GO:0005773,GO:0005774,GO:0005794,GO:0008559,GO:0016021,GO:0042626
TRINITY_DN1040_c0_g1	GO:0005737,GO:0005874,GO:0007010,GO:0008017
TRINITY_DN10410_c0_g1	GO:0000922,GO:0005634,GO:0005815,GO:0005819,GO:0005874,GO:0005876,GO:0007067,GO:0008017,GO:0009524,GO:0009574,GO:0009652,GO:0009958,GO:0010005,GO:0016032,GO:0051301
TRINITY_DN10411_c0_g1	GO:0004721,GO:0005737,GO:0046872
TRINITY_DN10415_c0_g1	GO:0005886,GO:0015185,GO:0015812,GO:0016021
TRINITY_DN10417_c0_g1	GO:0005634,GO:0005694,GO:0018024,GO:0046872
TRINITY_DN10418_c0_g1	GO:0003700,GO:0005634,GO:0043565,GO:0045893
TRINITY_DN10419_c0_g1	GO:0000210,GO:0046872,GO:0047631
TRINITY_DN1041_c0_g1	GO:0000082,GO:0000981,GO:0003677,GO:0005634,GO:0005667,GO:0005737,GO:0006351,GO:0006357,GO:0042023,GO:0046982
TRINITY_DN1041_c0_g2	GO:0000082,GO:0000981,GO:0003677,GO:0005634,GO:0005667,GO:0005737,GO:0006351,GO:0006357,GO:0042023,GO:0046982
TRINITY_DN10420_c0_g1	GO:0000785,GO:0000786,GO:0003691,GO:0003700,GO:0005634,GO:0005730,GO:0006334,GO:0006351,GO:0009651,GO:0009723,GO:0009733,GO:0009737,GO:0009739,GO:0009751,GO:0009753,GO:0042803,GO:0046686
TRINITY_DN10421_c0_g3	GO:0009908,GO:0030154
TRINITY_DN10422_c0_g1	GO:0005634,GO:0005737
TRINITY_DN10423_c0_g1	GO:0016787
TRINITY_DN10424_c0_g1	GO:0000151,GO:0000209,GO:0003676,GO:0005737,GO:0008270,GO:0016874,GO:0031624,GO:0032436,GO:0042787,GO:0061630
TRINITY_DN10426_c0_g1	GO:0005576,GO:0005618,GO:0006952,GO:0009740
TRINITY_DN10428_c0_g1	GO:0005622,GO:0015629,GO:0030042
TRINITY_DN10429_c0_g1	GO:0004430,GO:0004674,GO:0005524,GO:0005829,GO:0009651,GO:0016020,GO:0046777,GO:0046854
TRINITY_DN10430_c0_g1	GO:0016020,GO:0046872,GO:0051213
TRINITY_DN10432_c0_g1	GO:0005794,GO:0008270,GO:0010150,GO:0016021,GO:0019706,GO:0019707,GO:2000377
TRINITY_DN10433_c0_g1	GO:0004519,GO:0005739,GO:0006397,GO:0009507,GO:0010182,GO:0016556,GO:0080156,GO:0090305
TRINITY_DN10433_c0_g2	GO:0004519,GO:0006397,GO:0009507,GO:0016556,GO:0090305
TRINITY_DN10433_c1_g3	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN10433_c2_g1	GO:0004519,GO:0006397,GO:0009507,GO:0016556,GO:0090305
TRINITY_DN10433_c3_g1	GO:0009416,GO:0009451,GO:0009507,GO:0009658,GO:0040007
TRINITY_DN10434_c0_g1	GO:0005739
TRINITY_DN10436_c0_g1	GO:0009507,GO:0009536,GO:0009941,GO:0015031,GO:0016020,GO:0031972
TRINITY_DN10437_c0_g1	GO:0005789,GO:0005794,GO:0016021,GO:0016192,GO:0033116
TRINITY_DN10439_c0_g1	GO:0004175,GO:0004197,GO:0004222,GO:0005783,GO:0016485,GO:0030176,GO:0071586
TRINITY_DN1043_c0_g1	GO:0000139,GO:0005768,GO:0005774,GO:0005794,GO:0005802,GO:0009505,GO:0009506,GO:0010008,GO:0016020,GO:0016021
TRINITY_DN10443_c0_g1	GO:0000398,GO:0003723,GO:0005681,GO:0005732
TRINITY_DN10444_c0_g1	GO:0002229,GO:0003677,GO:0003700,GO:0004601,GO:0005634,GO:0006355,GO:0006952,GO:0009414,GO:0009620,GO:0009682,GO:0009737,GO:0009738,GO:0009787,GO:0009867,GO:0010118,GO:0031347,GO:0042742,GO:0050832,GO:2000022,GO:2000071
TRINITY_DN10445_c0_g1	GO:0005634,GO:0005737,GO:0009737,GO:0010030
TRINITY_DN10447_c0_g1	GO:0005634,GO:0005737,GO:0006952,GO:0008168,GO:0009820,GO:0030795,GO:0031408,GO:0046872
TRINITY_DN10449_c0_g1	GO:0009535,GO:0016021,GO:0048564
TRINITY_DN1044_c0_g1	GO:0000151,GO:0000209,GO:0003677,GO:0003700,GO:0005634,GO:0005794,GO:0006351,GO:0006355,GO:0008270,GO:0016021,GO:0016874,GO:0031624,GO:0032436,GO:0042787,GO:0061630
TRINITY_DN1044_c0_g2	GO:0000287,GO:0004743,GO:0005524,GO:0009507,GO:0016301,GO:0030955
TRINITY_DN1044_c1_g1	GO:0005634,GO:0005737
TRINITY_DN1044_c1_g2	GO:0003735,GO:0005634,GO:0005737,GO:0005840,GO:0006412
TRINITY_DN10450_c0_g1	GO:0006397,GO:0009507,GO:0031425
TRINITY_DN10450_c2_g1	GO:0005739
TRINITY_DN10450_c3_g1	GO:0005739
TRINITY_DN10456_c0_g1	GO:0003676,GO:0004386,GO:0005524,GO:0005730,GO:0005829,GO:0016020,GO:0019013,GO:0030529
TRINITY_DN10458_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021
TRINITY_DN10458_c0_g2	GO:0004674,GO:0005524,GO:0016021
TRINITY_DN1045_c0_g1	GO:0005345,GO:0005887,GO:0006863,GO:0010184,GO:0015211,GO:0015860,GO:0016020,GO:0016021,GO:1904823
TRINITY_DN10460_c0_g1	GO:0035251
TRINITY_DN10460_c0_g2	GO:0035251
TRINITY_DN10462_c0_g1	GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0044212,GO:0046872
TRINITY_DN10462_c0_g2	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0009414,GO:0009737,GO:0009738,GO:0009793,GO:0010200,GO:0042538,GO:0043565,GO:0044212,GO:0045892,GO:0046872
TRINITY_DN10463_c0_g1	GO:0000139,GO:0005654,GO:0005737,GO:0005829,GO:0005886,GO:0006888,GO:0018279,GO:0019903,GO:0043666,GO:0043687,GO:0044267,GO:0048208,GO:0061024
TRINITY_DN10465_c0_g1	GO:0005524,GO:0006952,GO:0042742,GO:0043531,GO:0048046
TRINITY_DN10466_c0_g1	GO:0000771,GO:0005507,GO:0005536,GO:0005537,GO:0005634,GO:0005829,GO:0008061,GO:0009409,GO:0009506,GO:0016020,GO:0019762,GO:0030246,GO:0051781,GO:0080028
TRINITY_DN10466_c1_g1	GO:0030246
TRINITY_DN10467_c0_g1	GO:0016021,GO:0042651
TRINITY_DN10468_c0_g1	GO:0005524,GO:0005737,GO:0007165,GO:0009626,GO:0043531
TRINITY_DN10469_c0_g1	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
TRINITY_DN10469_c10_g1	GO:0005739
TRINITY_DN10469_c12_g1	GO:0005739
TRINITY_DN10469_c13_g1	GO:0005739
TRINITY_DN10469_c14_g1	GO:0016554
TRINITY_DN10469_c1_g1	GO:0004519,GO:0006397,GO:0009507,GO:0016556,GO:0090305
TRINITY_DN10469_c2_g1	GO:0004519,GO:0005634,GO:0005737,GO:0006397,GO:0009507,GO:0016556,GO:0090305
TRINITY_DN10469_c3_g1	GO:0005739
TRINITY_DN10469_c4_g1	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN10469_c4_g2	GO:0009416,GO:0009451,GO:0009507,GO:0009658,GO:0040007
TRINITY_DN10469_c7_g1	GO:0005739
TRINITY_DN10470_c0_g1	GO:0004022,GO:0005737,GO:0006069,GO:0008270,GO:0051903
TRINITY_DN10471_c0_g1	GO:0005737,GO:0009312,GO:0033532,GO:0047268
TRINITY_DN10472_c0_g1	GO:0003824
TRINITY_DN10473_c0_g1	GO:0003676,GO:0004813,GO:0005524,GO:0005737,GO:0006419,GO:0046872
TRINITY_DN10478_c0_g1	GO:0009507,GO:0015238,GO:0015297,GO:0016021
TRINITY_DN10478_c0_g2	GO:0005774,GO:0009624,GO:0015238,GO:0015297,GO:0016021
TRINITY_DN10478_c1_g1	GO:0005774,GO:0009624,GO:0015238,GO:0015297,GO:0016021
TRINITY_DN10479_c0_g1	GO:0005886,GO:0009507,GO:0015079,GO:0016020,GO:0016021
TRINITY_DN1047_c0_g1	GO:0005634,GO:0006511,GO:0016567,GO:0019005
TRINITY_DN10481_c0_g1	GO:0005524,GO:0006952,GO:0043531
TRINITY_DN10484_c0_g1	GO:0000095,GO:0003735,GO:0005743,GO:0006412,GO:0016021,GO:0031969,GO:0055085,GO:1990543
TRINITY_DN10486_c0_g1	GO:0009535,GO:0009579,GO:0009657,GO:0009916,GO:0016021,GO:0016117,GO:0046862,GO:0046872,GO:0070469
TRINITY_DN10487_c0_g1	GO:0004181,GO:0004185,GO:0005615,GO:0006518,GO:0008270,GO:0010008,GO:0016021,GO:0016485
TRINITY_DN10488_c0_g1	GO:0000790,GO:0000811,GO:0005634,GO:0005737,GO:0031261,GO:0043596,GO:0071165,GO:1902975,GO:1902977
TRINITY_DN10489_c0_g1	GO:0003700,GO:0003713,GO:0005730,GO:0005737,GO:0006351,GO:0009408,GO:0009414,GO:0009737,GO:0009873,GO:0043565,GO:0045893
TRINITY_DN1048_c0_g1	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0009793,GO:0009965,GO:0030154,GO:0045962,GO:0048366
TRINITY_DN10490_c0_g1	GO:0003735,GO:0005829,GO:0006412,GO:0009506,GO:0015935,GO:0016020,GO:0019843
TRINITY_DN10491_c0_g1	GO:0001678,GO:0005524,GO:0005536,GO:0005739,GO:0005829,GO:0006096,GO:0006970,GO:0009409,GO:0009536,GO:0009651,GO:0019158,GO:0031307,GO:0080147
TRINITY_DN10491_c0_g2	GO:0001678,GO:0004340,GO:0004396,GO:0005524,GO:0005536,GO:0005739,GO:0005829,GO:0006096,GO:0006970,GO:0008865,GO:0009409,GO:0009536,GO:0009651,GO:0009707,GO:0016021,GO:0019158,GO:0031307,GO:0051156,GO:0080147
TRINITY_DN10492_c0_g1	GO:0009507,GO:0015996,GO:0031969,GO:0047746
TRINITY_DN10492_c1_g1	GO:0009507,GO:0015996,GO:0031969,GO:0047746
TRINITY_DN10493_c0_g1	GO:0005524,GO:0005737,GO:0005739,GO:0006952,GO:0007165,GO:0009626,GO:0010193,GO:0043531
TRINITY_DN10495_c0_g1	GO:0008517,GO:0009941,GO:0015231,GO:0015350,GO:0015884,GO:0015885,GO:0016021,GO:0031969,GO:0051958
TRINITY_DN10496_c0_g1	GO:0005576,GO:0009740
TRINITY_DN10499_c0_g1	GO:0005524,GO:0007165,GO:0042742,GO:0043531
