comp100009_c0	GO:0004364,GO:0009734
comp108647_c1	GO:0004864,GO:0004872,GO:0005634,GO:0005737,GO:0005886,GO:0009737,GO:0009738,GO:0009789,GO:0010427,GO:0042803,GO:0043086,GO:0080163
comp108670_c0	GO:0003723,GO:0004386,GO:0005524
comp108677_c0	GO:0006537,GO:0009507,GO:0015930,GO:0016041,GO:0019676,GO:0046872,GO:0051538,GO:0097054
comp108728_c0	GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004519,GO:0005737,GO:0006310,GO:0015074,GO:0046872
comp108735_c1	GO:0035091
comp108800_c0	GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004519,GO:0005737,GO:0006310,GO:0015074,GO:0046872
comp108809_c1	GO:0005524,GO:0005739,GO:0005774,GO:0005886,GO:0006855,GO:0009507,GO:0009627,GO:0009737,GO:0009817,GO:0009941,GO:0015086,GO:0015691,GO:0016020,GO:0016021,GO:0031348,GO:0042344,GO:0042626,GO:0042742,GO:0052544,GO:0070574,GO:0071366
comp108817_c0	GO:0000741,GO:0006810,GO:0009651,GO:0010197,GO:0016021
comp108834_c0	GO:0003735,GO:0005840,GO:0006412,GO:0009507,GO:0019843
comp108838_c0	GO:0001671,GO:0005737,GO:0005783,GO:0005829,GO:0006950,GO:0032781,GO:0051087,GO:0070062
comp108855_c0	GO:0003723,GO:0003735,GO:0005773,GO:0005774,GO:0005886,GO:0006412,GO:0009507,GO:0015934,GO:0022625
comp108876_c0	GO:0004674,GO:0005524,GO:0016021
comp108886_c0	GO:0003723,GO:0004521,GO:0046872,GO:0090502
comp108889_c0	GO:0003735,GO:0005840,GO:0006412
comp108899_c1	GO:0004857,GO:0005618,GO:0016021,GO:0030599,GO:0042545,GO:0045330,GO:0045490
comp108899_c2	GO:0004857,GO:0005576,GO:0005618,GO:0030599,GO:0042545,GO:0045330,GO:0045490
comp108926_c1	GO:0005739,GO:0009507,GO:0009536,GO:0080156,GO:1900865
comp108939_c0	GO:0005576,GO:0008810,GO:0030245,GO:0071555
comp108939_c1	GO:0008810,GO:0009835,GO:0030245
comp108963_c0	GO:0005730,GO:0005732,GO:0030515,GO:0031118
comp108975_c0	GO:0000254,GO:0005506,GO:0005789,GO:0006633,GO:0016021,GO:0016126,GO:0080064
comp10900_c0	GO:0004722,GO:0046872
comp109050_c0	GO:0004674,GO:0005524,GO:0005886,GO:0010075,GO:0016021,GO:0030154,GO:0033612,GO:0043621,GO:0048229,GO:0048437
comp109076_c0	GO:0004672,GO:0005524,GO:0009507
comp109090_c0	GO:0005886,GO:0016021
comp109106_c0	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp109130_c0	GO:0005634,GO:0005737,GO:0016567,GO:0080008
comp109176_c1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp109193_c0	GO:0005739,GO:0005743,GO:0005774,GO:0005886,GO:0006850,GO:0016020,GO:0016021
comp109196_c0	GO:0005886,GO:0006820,GO:0008381,GO:0010150,GO:0016021,GO:0034220,GO:0050982,GO:0097468
comp109196_c1	GO:0005634,GO:0005886,GO:0006820,GO:0008381,GO:0016021,GO:0034220,GO:0050982,GO:0080167
comp109216_c0	GO:0009570,GO:0019288,GO:0030604,GO:0046872,GO:0070402
comp109224_c0	GO:0004674,GO:0004712,GO:0005524,GO:0005829,GO:0009658,GO:0016597
comp109237_c0	GO:0004739,GO:0005759,GO:0006086,GO:0006096
comp109333_c0	GO:0009507,GO:0009555,GO:0009611,GO:0009620,GO:0009644,GO:0009753,GO:0009901,GO:0016165,GO:0031408,GO:0034440,GO:0046872,GO:0048653,GO:0080086
comp109353_c0	GO:0000054,GO:0003924,GO:0005525,GO:0005634,GO:0005794,GO:0006606,GO:0006886,GO:0006913,GO:0007264,GO:0009506
comp109378_c0	GO:0004965,GO:0007214,GO:0008066,GO:0016021,GO:0031152,GO:0043327
comp109431_c0	GO:0000155,GO:0005622,GO:0006351,GO:0006355,GO:0009584,GO:0009585,GO:0009881,GO:0017006,GO:0018298
comp109441_c0	GO:0009706,GO:0015031,GO:0016021
comp109466_c0	GO:0005634,GO:0009555,GO:0009556,GO:0009786
comp109488_c0	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp109524_c0	GO:0004674,GO:0005524,GO:0005829,GO:0006972,GO:0009651,GO:0046777
comp109556_c0	GO:0010686,GO:0016871
comp109585_c0	GO:0000783,GO:0003691,GO:0006351,GO:0006355,GO:0008301,GO:0009737,GO:0042162
comp109601_c0	GO:0000724,GO:0005634,GO:0005737,GO:0006333,GO:0006351,GO:0006355,GO:0008361,GO:0010091,GO:0016568,GO:0031567,GO:0051301
comp109632_c0	GO:0005506,GO:0006094,GO:0006096,GO:0006537,GO:0009536,GO:0009570,GO:0009651,GO:0010181,GO:0015930,GO:0016040,GO:0019676,GO:0048589,GO:0050660,GO:0051538,GO:0060359,GO:0097054
comp109695_c1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp109703_c0	GO:0000062,GO:0003995,GO:0005506,GO:0005886,GO:0009055,GO:0033539,GO:0050660,GO:0052890,GO:0055088
comp109745_c0	GO:0004645,GO:0005980,GO:0008184,GO:0009266,GO:0009414,GO:0009507,GO:0009536,GO:0009570,GO:0030170
comp109775_c0	GO:0005525,GO:0005622,GO:0005886,GO:0007264,GO:0015031
comp109842_c0	GO:0007275,GO:0016021
comp109864_c0	GO:0005737,GO:0006952,GO:0009607
comp109869_c1	GO:0048046
comp109906_c0	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp109931_c0	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp109934_c0	GO:0001731,GO:0003743,GO:0003924,GO:0005525,GO:0005622
comp109935_c0	GO:0004707,GO:0005524,GO:0005622
comp109966_c0	GO:0003755,GO:0005773,GO:0005829,GO:0005886,GO:0006457,GO:0042277
comp109980_c0	GO:0000166,GO:0003723,GO:0005634,GO:0005730,GO:0006952,GO:0008219,GO:0009693,GO:0010150
comp109992_c1	GO:0009416,GO:0009523,GO:0009535,GO:0009768,GO:0009941,GO:0010287,GO:0016021,GO:0016168,GO:0018298,GO:0031409
comp110001_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004523,GO:0006310,GO:0015074,GO:0046718,GO:0075713
comp110023_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp110046_c0	GO:0003677,GO:0003723,GO:0005634,GO:0009908,GO:0048577,GO:0048579
comp110049_c0	GO:0004222,GO:0005618,GO:0005730,GO:0005739,GO:0005741,GO:0005743,GO:0005750,GO:0005758,GO:0005759,GO:0005774,GO:0006122,GO:0008270,GO:0009060,GO:0009507,GO:0016020,GO:0016485,GO:0016491,GO:0046872
comp110053_c0	GO:0008685,GO:0009507,GO:0009570,GO:0015995,GO:0016117,GO:0019288,GO:0046872
comp110055_c1	GO:0000287,GO:0004743,GO:0005524,GO:0009507,GO:0016301,GO:0030955
comp110055_c2	GO:0000287,GO:0004743,GO:0005524,GO:0009507,GO:0016301,GO:0030955
comp110057_c0	GO:0004013,GO:0005773,GO:0005829,GO:0005886,GO:0006730,GO:0016020,GO:0033353
comp110149_c0	GO:0005525,GO:0009734,GO:0009825,GO:0009926,GO:0009933,GO:0009956,GO:0009965,GO:0010305,GO:0010540,GO:0016021,GO:0016787
comp110163_c0	GO:0005576,GO:0005618,GO:0030599,GO:0042545,GO:0045330,GO:0045490
comp110188_c0	GO:0003755,GO:0005737,GO:0006457
comp110224_c0	GO:0003676,GO:0003964,GO:0004519,GO:0015074
comp110277_c0	GO:0010199
comp110322_c0	GO:0005524,GO:0005737,GO:0005856
comp110458_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp110554_c0	GO:0005576,GO:0005618,GO:0005737,GO:0030599,GO:0042545,GO:0045330,GO:0045490
comp110581_c0	GO:0005351,GO:0005355,GO:0005886,GO:0005887,GO:0015992,GO:0035428,GO:0046323,GO:1904659
comp110606_c0	GO:0005524,GO:0005618,GO:0005634,GO:0005794,GO:0005829,GO:0005856,GO:0007049,GO:0009524,GO:0015031,GO:0016787,GO:0051301
comp110636_c0	GO:0000049,GO:0004813,GO:0005524,GO:0005739,GO:0006400,GO:0006419,GO:0008270,GO:0009507,GO:0009570,GO:0009793,GO:0016020,GO:0016597
comp110663_c0	GO:0009506,GO:0016021
comp110664_c0	GO:0005524
comp110671_c0	GO:0005634,GO:0005829,GO:0009691,GO:0016799,GO:0042803
comp110714_c0	GO:0000139,GO:0016021,GO:0016757,GO:0071555
comp110729_c0	GO:0009507
comp110832_c0	GO:0004617,GO:0005739,GO:0006564,GO:0009070,GO:0009507,GO:0009570,GO:0016597,GO:0051287
comp110863_c0	GO:0003841,GO:0016021,GO:0016024
comp110866_c0	GO:0005634,GO:0005737,GO:0051131,GO:0051879,GO:0070678
comp110877_c0	GO:0005096,GO:0005634,GO:0005794,GO:0005829,GO:0016192,GO:0046872
comp110898_c0	GO:0004519,GO:0006397,GO:0009507,GO:0016556,GO:0090305
comp110911_c0	GO:0000166,GO:0000243,GO:0005634,GO:0008187,GO:0016607,GO:0030628,GO:0071004,GO:0089701,GO:1903241
comp110993_c0	GO:0003849,GO:0009073,GO:0009423,GO:0009507,GO:0009534
comp111008_c0	GO:0005524,GO:0070062
comp111014_c0	GO:0004222,GO:0007275,GO:0009416,GO:0009507,GO:0009630,GO:0009658,GO:0009723,GO:0009959,GO:0010027,GO:0010207,GO:0016021,GO:0031969,GO:0043157,GO:0048564,GO:0060359
comp111044_c1	GO:0000003,GO:0000148,GO:0003843,GO:0005886,GO:0006075,GO:0007623,GO:0008360,GO:0009555,GO:0016021,GO:0071555
comp111056_c0	GO:0006754,GO:0009507,GO:0009534,GO:0009535,GO:0009544,GO:0009579,GO:0009772,GO:0009941,GO:0015986,GO:0016020,GO:0030234,GO:0045261,GO:0046933,GO:0046961,GO:0050790
comp111118_c0	GO:0005887,GO:0034219,GO:0051119
comp111159_c0	GO:0006811,GO:0016021,GO:0055085
comp111183_c0	GO:0009507,GO:0009707,GO:0009902
comp111188_c3	GO:0003743,GO:0005886,GO:0046872
comp111235_c0	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009873
comp11123_c0	GO:0005524,GO:0005886,GO:0005887,GO:0006754,GO:0008553,GO:0009651,GO:0043231,GO:0046872,GO:0051453,GO:1902600
comp111245_c0	GO:0005789,GO:0005794,GO:0016021,GO:0016192,GO:0033116
comp111248_c0	GO:0004420,GO:0005789,GO:0008299,GO:0015936,GO:0016021,GO:0050661
comp111283_c0	GO:0000287,GO:0010333,GO:0016114
comp111295_c0	GO:0004365,GO:0005507,GO:0005975,GO:0006006,GO:0006096,GO:0008270,GO:0009536,GO:0009555,GO:0009570,GO:0009735,GO:0016020,GO:0048658,GO:0050661,GO:0051287,GO:0080022,GO:0080144
comp111296_c0	GO:0003924,GO:0005525,GO:0009507,GO:0009536,GO:0009707,GO:0009941,GO:0015450,GO:0016021,GO:0019750,GO:0045036,GO:0046872
comp111311_c0	GO:0003735,GO:0005634,GO:0006412,GO:0009507,GO:0009535,GO:0009570,GO:0009941,GO:0015934,GO:0016020,GO:0019843
comp111400_c1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp111415_c0	GO:0005524,GO:0005886,GO:0005887,GO:0006754,GO:0008553,GO:0016020,GO:0043231,GO:0046872,GO:0051453,GO:1902600
comp111449_c0	GO:0006636,GO:0016491,GO:0031969
comp111493_c0	GO:0009507,GO:0019253,GO:0042132,GO:0046872
comp111496_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp111596_c0	GO:0003677,GO:0003700,GO:0005634,GO:0006351
comp111604_c0	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp111617_c0	GO:0000287,GO:0005524,GO:0005622,GO:0010264,GO:0032957,GO:0047325,GO:0052725,GO:0052726
comp111683_c0	GO:0005737
comp111692_c0	GO:0005886,GO:0008270,GO:0009833,GO:0016021,GO:0016760,GO:0030244,GO:0071555
comp111739_c0	GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004519,GO:0006310,GO:0015074,GO:0046872
comp111745_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0015074
comp111843_c0	GO:0003723,GO:0005681,GO:0005737,GO:0006397,GO:0008380,GO:0015030,GO:0016607
comp111856_c0	GO:0005524,GO:0005618,GO:0005634,GO:0005794,GO:0005829,GO:0005856,GO:0007049,GO:0009524,GO:0015031,GO:0016787,GO:0051301
comp111860_c1	GO:0003924,GO:0005200,GO:0005525,GO:0005737,GO:0005874,GO:0007017
comp111861_c0	GO:0009842,GO:0016491
comp111868_c1	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp111873_c2	GO:0005524,GO:0005886,GO:0016021,GO:0042626,GO:0055085
comp111898_c0	GO:0000775,GO:0000785,GO:0003682,GO:0005524,GO:0005634,GO:0005737,GO:0005819,GO:0006281,GO:0007059,GO:0007062,GO:0007064,GO:0008278,GO:0008280,GO:0009506,GO:0016363,GO:0051301,GO:0051321
comp111977_c0	GO:0005634,GO:0006351,GO:0006355,GO:0009734,GO:1901332
comp111979_c0	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp111987_c2	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp112003_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp112023_c1	GO:0004672,GO:0005524,GO:0005886,GO:0009506,GO:0016021
comp112050_c0	GO:0030410,GO:0030418
comp112060_c0	GO:0005524,GO:0005618,GO:0005634,GO:0005829,GO:0005886,GO:0009506
comp112143_c0	GO:0016491
comp112144_c0	GO:0004674,GO:0005509,GO:0005524
comp112144_c1	GO:0004683,GO:0005509,GO:0005516,GO:0005524,GO:0005737,GO:0005886,GO:0009738,GO:0009931,GO:0018105,GO:0035556,GO:0046777
comp112145_c0	GO:0005509,GO:0007067,GO:0051301
comp112149_c0	GO:0004458,GO:0005524,GO:0005739,GO:0008720,GO:0008891,GO:0019154,GO:0042802,GO:0050660,GO:0051596
comp112199_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp112201_c0	GO:0005737,GO:0006952,GO:0009607
comp112205_c0	GO:0004802,GO:0009051,GO:0009535,GO:0019253,GO:0046872
comp112209_c0	GO:0009718,GO:0045552,GO:0050662
comp112220_c1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp112251_c0	GO:0000400,GO:0000403,GO:0000404,GO:0000406,GO:0003684,GO:0005524,GO:0005886,GO:0006290,GO:0006298,GO:0006301,GO:0006311,GO:0030983,GO:0032137,GO:0032138,GO:0032301,GO:0032302,GO:0043570,GO:0045128
comp112288_c0	GO:0005887,GO:0008643,GO:0016021,GO:0034219,GO:0051119
comp112368_c1	GO:0008237,GO:0046872
comp112376_c0	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004519,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0046872,GO:0071897,GO:0090501
comp11237_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0015074
comp112457_c0	GO:0005096,GO:0007165
comp112498_c0	GO:0006779,GO:0006782,GO:0008483,GO:0009507,GO:0015995,GO:0030170,GO:0042286,GO:0042802
comp112524_c3	GO:0005351,GO:0005355,GO:0005886,GO:0005887,GO:0015992,GO:0035428,GO:0046323,GO:1904659
comp112589_c0	GO:0005634,GO:0005829,GO:0031593
comp112614_c0	GO:0004722,GO:0005886,GO:0006470,GO:0042742,GO:0044419,GO:0046872
comp112651_c0	GO:0000249,GO:0004497,GO:0005506,GO:0005886,GO:0016021,GO:0016126,GO:0020037
comp112651_c2	GO:0000249,GO:0004497,GO:0005506,GO:0005886,GO:0016021,GO:0016126,GO:0020037
comp112676_c3	GO:0003964,GO:0006310,GO:0009036,GO:0032197,GO:0032199,GO:0046872,GO:0090305
comp112686_c0	GO:0003676,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004519,GO:0006310,GO:0015074,GO:0046872
comp112744_c0	GO:0003700,GO:0005634,GO:0006351,GO:0043565
comp112788_c0	GO:0005509,GO:0005783,GO:0005788,GO:0005789,GO:0006457,GO:0009626,GO:0010204,GO:0030246,GO:0042742,GO:0046283
comp112831_c0	GO:0004672,GO:0004674,GO:0004714,GO:0005524,GO:0005886,GO:0009505,GO:0009506,GO:0009610,GO:0010102,GO:0010227,GO:0010468,GO:0016020,GO:0016021,GO:0045490,GO:0046777
comp112833_c0	GO:0005509,GO:0005768,GO:0005794,GO:0005802,GO:0005886,GO:0008270,GO:0009506,GO:0016757
comp112917_c0	GO:0005524,GO:0005739,GO:0005774,GO:0006457,GO:0009408,GO:0009414,GO:0009507,GO:0009536,GO:0009570,GO:0009651,GO:0009704,GO:0009941,GO:0010157,GO:0045037
comp112944_c0	GO:0005737,GO:0006952,GO:0009607
comp113017_c0	GO:0005524,GO:0005618,GO:0005829,GO:0006457,GO:0046658
comp113098_c0	GO:0000398,GO:0003723,GO:0005682,GO:0005685,GO:0005686,GO:0005687,GO:0005689,GO:0005732,GO:0005829,GO:0034719,GO:0043186,GO:0071004,GO:0071011,GO:0071013,GO:0097526
comp113103_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0015074
comp113105_c0	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009873
comp113132_c0	GO:0005634,GO:0005829,GO:0009507,GO:0009793,GO:0010183,GO:0036033,GO:0050832
comp113164_c1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp113206_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp113223_c0	GO:0004177,GO:0008235,GO:0009507,GO:0009570,GO:0030145
comp11327_c0	GO:0003951,GO:0005524,GO:0006741,GO:0009507,GO:0019674
comp113302_c0	GO:0005886,GO:0016021
comp113315_c0	GO:0005576,GO:0005618,GO:0009664,GO:0016020
comp113329_c0	GO:0000311,GO:0003735,GO:0005739,GO:0006412,GO:0009507,GO:0009570,GO:0009941,GO:0019843
comp113335_c0	GO:0003743,GO:0006417
comp113343_c0	GO:0000166,GO:0003723,GO:0005730,GO:0006364
comp113395_c0	GO:0006779,GO:0006782,GO:0008483,GO:0009507,GO:0015995,GO:0030170,GO:0042286,GO:0042802
comp113401_c0	GO:0005886,GO:0006813,GO:0008324,GO:0015116,GO:0015293,GO:0016021,GO:1902358
comp113448_c0	GO:0010181,GO:0016491,GO:0046872,GO:0055114
comp113474_c0	GO:0000139,GO:0005794,GO:0006486,GO:0016021,GO:0048531
comp113481_c0	GO:0005524,GO:0005886,GO:0006457,GO:0009408,GO:0016020,GO:0046872
comp113484_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp113484_c2	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp113493_c0	GO:0003746,GO:0003924,GO:0005525,GO:0009507
comp113517_c2	GO:0005545,GO:0005634,GO:0005794,GO:0005886,GO:0005905,GO:0006897,GO:0030136,GO:0048268
comp113548_c0	GO:0003700,GO:0006355,GO:0009640,GO:0046872
comp113573_c0	GO:0003677,GO:0005634,GO:0006260,GO:0006281,GO:0006310
comp113628_c0	GO:0048046
comp113629_c0	GO:0005765,GO:0005975,GO:0006027,GO:0007041,GO:0015019,GO:0016021,GO:0016746,GO:0030203,GO:0044281,GO:0051259
comp113645_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp113683_c1	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp113685_c0	GO:0005774,GO:0016021,GO:0055085
comp113694_c0	GO:0005789,GO:0016021,GO:0020037,GO:0046872,GO:0055114
comp113704_c1	GO:0004842,GO:0006513,GO:0010506,GO:0014066,GO:0016020,GO:0016567,GO:0019005,GO:0031146
comp113709_c0	GO:0004742,GO:0005739,GO:0005759,GO:0006096,GO:0045254
comp113747_c0	GO:0005524,GO:0009535,GO:0015986,GO:0045261,GO:0046933,GO:0046961
comp113786_c0	GO:0005737,GO:0006662,GO:0015035,GO:0045454
comp113797_c0	GO:0003849,GO:0009073,GO:0009423,GO:0009507
comp113802_c0	GO:0004601,GO:0005576,GO:0006979,GO:0009505,GO:0009664,GO:0020037,GO:0042744,GO:0046872,GO:0098869
comp113821_c0	GO:0009860,GO:0016567
comp113858_c0	GO:0003838,GO:0005773,GO:0005783,GO:0009506,GO:0009793,GO:0016126
comp113875_c0	GO:0004497,GO:0005506,GO:0005783,GO:0005789,GO:0010345,GO:0016021,GO:0016705,GO:0020037,GO:0042761,GO:0071555
comp113898_c1	GO:0009793
comp113905_c0	GO:0000775,GO:0005634,GO:0008270,GO:0018024,GO:0040029
comp113905_c1	GO:0000775,GO:0003677,GO:0005634,GO:0005720,GO:0008270,GO:0016571,GO:0018024,GO:0040029,GO:0042054
comp113937_c0	GO:0005737,GO:0006559,GO:0009800,GO:0045548
comp113961_c0	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp113983_c0	GO:0004970,GO:0005262,GO:0005622,GO:0005886,GO:0006816,GO:0008066,GO:0016021,GO:0019722,GO:0070588,GO:0071230
comp114061_c0	GO:0003735,GO:0005634,GO:0005886,GO:0006414,GO:0022626
comp114082_c0	GO:0009813,GO:0015020,GO:0043231,GO:0052696,GO:0080043,GO:0080044
comp114085_c0	GO:0016758
comp114111_c0	GO:0004298,GO:0005634,GO:0005737,GO:0006511,GO:0019773
comp114113_c0	GO:0009507,GO:0019253,GO:0042132,GO:0046872
comp114116_c0	GO:0004751,GO:0009052,GO:0009507,GO:0009535,GO:0009570,GO:0009579,GO:0009735,GO:0009941,GO:0019253,GO:0042742
comp114117_c0	GO:0003746,GO:0003924,GO:0005525,GO:0005622,GO:0005737
comp114119_c1	GO:0004353,GO:0005524,GO:0005739,GO:0005759,GO:0006538,GO:0045335
comp114123_c0	GO:0005975,GO:0008422,GO:0009507,GO:0048046
comp114136_c0	GO:0005576,GO:0016042,GO:0016788
comp114166_c0	GO:0000062,GO:0005737,GO:0008289
comp114177_c0	GO:0005737,GO:0005783,GO:0005789,GO:0009658,GO:0010274,GO:0016020,GO:0032541
comp114194_c0	GO:0003677,GO:0005634,GO:0006351,GO:0006355,GO:0007275
comp114196_c0	GO:0005773
comp114222_c0	GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0006310,GO:0008270,GO:0015074,GO:0016020,GO:0019013,GO:0020002,GO:0039660
comp114247_c0	GO:0002161,GO:0004822,GO:0005524,GO:0005739,GO:0006428,GO:0009507,GO:0009570,GO:0046872,GO:0048481
comp114284_c1	GO:0003735,GO:0005840,GO:0006412
comp114309_c1	GO:0000166,GO:0003735,GO:0005840,GO:0006412,GO:0019843
comp114337_c0	GO:0005524,GO:0009507,GO:0042026
comp114355_c0	GO:0008152,GO:0009507,GO:0009535,GO:0009570,GO:0016597
comp114356_c0	GO:0005737,GO:0016656,GO:0045454,GO:0050660
comp114362_c0	GO:0003964,GO:0003968,GO:0005739
comp114364_c0	GO:0003676,GO:0004190,GO:0005524,GO:0008270,GO:0015074
comp114400_c0	GO:0000287,GO:0003924,GO:0005525,GO:0005737
comp114401_c0	GO:0004362,GO:0005777,GO:0006749,GO:0009407,GO:0045454,GO:0050660,GO:0050661
comp114415_c0	GO:0003735,GO:0006412,GO:0015935
comp114454_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp114456_c2	GO:0003677,GO:0005634,GO:0006351,GO:0006355
comp114517_c0	GO:0003735,GO:0005840,GO:0006412,GO:0016020,GO:0019843
comp114536_c3	GO:0005737,GO:0005773,GO:0006914,GO:0008270,GO:0015031,GO:0043130,GO:0051258
comp114545_c0	GO:0005634,GO:0005829,GO:0031593
comp114605_c0	GO:0003676,GO:0003700,GO:0015074
comp114613_c0	GO:0005524,GO:0005886,GO:0008361,GO:0009637,GO:0009639,GO:0009640,GO:0009733,GO:0009734,GO:0009926,GO:0009958,GO:0010160,GO:0010218,GO:0010315,GO:0010329,GO:0010540,GO:0010541,GO:0016021,GO:0042626,GO:0043481,GO:0048364,GO:0048443,GO:0048527,GO:0060918
comp114649_c0	GO:0004616,GO:0005739,GO:0005829,GO:0006098,GO:0009506,GO:0009507,GO:0009570,GO:0009744,GO:0009749,GO:0009750,GO:0019521,GO:0046686,GO:0050661
comp114652_c0	GO:0010345,GO:0050734,GO:0052325
comp114675_c1	GO:0005774,GO:0015238,GO:0015297,GO:0016021
comp114682_c0	GO:0004674,GO:0005524,GO:0005886,GO:0016021
comp114725_c0	GO:0006950,GO:0009228,GO:0009507,GO:0016491,GO:0046872
comp114747_c0	GO:0005794,GO:0015031,GO:0030136
comp114789_c0	GO:0005758,GO:0009055,GO:0020037,GO:0046872,GO:0055114,GO:0070469
comp114804_c0	GO:0004623,GO:0005509,GO:0005576,GO:0006644,GO:0016042
comp114810_c0	GO:0003676,GO:0003887,GO:0003964,GO:0004523,GO:0006310,GO:0015074,GO:0046718,GO:0075713
comp114818_c0	GO:0009535,GO:0009579,GO:0009657,GO:0009916,GO:0016021,GO:0016117,GO:0046862,GO:0046872,GO:0070469
comp114822_c0	GO:0005634,GO:0006351,GO:0006355,GO:0008289,GO:0043565
comp114846_c0	GO:0008565,GO:0009507,GO:0009536,GO:0009706,GO:0009941,GO:0045037
